Field,Value,Count
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1NLe9iuo9in0nS3WV3kQ6s1EWbf_-NjPohZu5OXaLrgI/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""1122"" height=""823"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",3129
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/11hjHW69g0a9QUinq12667vqQbHWS7e-p82uyE7j3nrk/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""1122"" height=""823"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",3037
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1fLzS6xby0WKG5-mxl_0tQgExPPdcJBAX6eorrUUeu7c/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""1280"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",2694
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1yWM4WIW6Zb7HFM025C_PoKYwHKnWDMp1_OQ-w5Y1IAU/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1686
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRMMpgPbsqpflksDUvt_FtJNI7f5wDjCEblx_S02a6lPf-Lh1g68aHcYTfOR45l2TAjRSaUlvpmwFGg/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1615
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/10HX6uTsTv8Y7Y4EJ9WWaX0bcP2yOOQ9jcSJvi9nCEC4/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1598
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/13pWJnZt9lruf7TXJDYyQTZ9E0Jhk_YoCOFR030FiV60/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1597
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT8Sql_JGfqPheY5GhxerzICwl5QYj7H7ufS5fPBjh2MK5PNFns1CwH5E1LKQkt3gTrTCgAFwWAxRVH/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1494
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1pBy2ztFtVxAld2t80YWDD5rHvLWE7G8WLWwk2rOAdZg/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1368
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSchMNxtmy4ClOxzbhcOzyfaOMT3tGYl0vVqZ_5xfL_K93amOA/viewform?embedded=true"" width=""760"" height=""700"" frameborder=""0"" marginheight=""0"" marginwidth=""0"">Cargando…</iframe>",1359
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1FYu7rwK2wHP_Khox01uNERfy5mLDjIGPa8BKjUndp6c/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1278
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1RgtJr_dOc8hiqfAhTgDM_dK7PDTMXoLUKffwfoiqtjI/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1238
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1kQjGBhgDgA26ukMaTOGc8QEn9VW7o-GKkR2m-O9vpS8/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1205
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1YCc12ahxP1Z3vCa_LSagPVxC0HAh63WuOLto-m6Dxf0/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1140
blocks[].fields.embed_code,"<iframe src=""https://docs.google.com/presentation/d/1b_rQU8NQ5Ax5y6YLs0IiYPlz9qXrJdBYMZp7hgd2lzs/embed?start=false&loop=false&delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1117
blocks[].fields.invitation_only,True,613
blocks[].fields.launch_url,https://cloud.scorm.com/sc/blti,1321
blocks[].fields.launch_url,https://repl.it/data/lti/classrooms/3089,438
blocks[].fields.launch_url,https://repl.it/data/lti/assignments/7433,415
blocks[].fields.launch_url, https://cloud.scorm.com/sc/blti,6
blocks[].fields.launch_url,http://cloud.scorm.com/EngineWebServices/,6
blocks[].fields.launch_url,https://cloud.scorm.com/sc/blti/70d50867-6b09-4101-9b66-361c1d13f329,6
blocks[].fields.launch_url,https://repl.it/data/lti/classrooms/7060,4
blocks[].fields.launch_url,https://repl.it,3
blocks[].fields.launch_url,https://cloud.scorm.com/sc/blti/YRUZP5EJMsPuoaxI5ghGLoSb5tdvw8fy8Z2JIjK7,2
blocks[].fields.launch_url,https://cloud.scorm.com/sc/blti/,2
blocks[].fields.launch_url,https://repl.it/,1
blocks[].fields.description,Es una prueba,416
blocks[].fields.description,ScormEVA,333
blocks[].fields.description,DEMO,327
blocks[].fields.description,REPL,304
blocks[].fields.description,GOLF_DEMO,292
blocks[].fields.description,Es un demo,141
blocks[].fields.description,demodemo,2
blocks[].fields.description,NO SE SOLICITA NADA,1
blocks[].fields.lti_id,demo_01,416
blocks[].fields.lti_id,accesoEva,376
blocks[].fields.lti_id,cursoEva,333
blocks[].fields.lti_id,org,327
blocks[].fields.lti_id,repl,304
blocks[].fields.lti_id,golf,292
blocks[].fields.lti_id,repl2,139
blocks[].fields.lti_id,AccesoalEVA30b66d42-ac6e-4519-8d35-b51b5ef10a37,8
blocks[].fields.lti_id,70d50867-6b09-4101-9b66-361c1d13f329,3
blocks[].fields.lti_id,YRUZP5EJMsPuoaxI5ghGLoSb5tdvw8fy8Z2JIjK7,2
blocks[].fields.lti_id,Curso0015e9ffc85-96b6-44ae-86a6-60f158d83b8e,2
blocks[].fields.lti_id,https://repl.it/data/lti/classrooms/7060,2
blocks[].fields.lti_id,Acceso al EVA,1
blocks[].fields.lti_id,"""Curso0015e9ffc85-96b6-44ae-86a6-60f158d83b8e""",1
blocks[].fields.accept_grades_past_due,False,415
blocks[].fields.ask_to_send_email,True,817
blocks[].fields.ask_to_send_email,False,133
blocks[].fields.has_score,True,1601
blocks[].fields.has_score,False,302
blocks[].fields.open_in_a_new_page,False,421
blocks[].fields.open_in_a_new_page,True,294
blocks[].fields.ask_to_send_username,True,817
blocks[].fields.ask_to_send_username,False,133
blocks[].fields.discussion_topics.Dudas Reto-1.id,gp-dudas,2
blocks[].fields.discussion_topics.Dudas.id,gp-dudas,1529
blocks[].fields.discussion_topics.Preguntas frecuentes.id,preguntas,1527
blocks[].fields.discussion_topics.ForoRetos.id,course,170
blocks[].fields.enable_proctored_exams,True,7381
blocks[].fields.discussion_sort_alpha,True,4020
blocks[].fields.max_student_enrollments_allowed,25,436
blocks[].fields.advertised_start,Proximamente,14
blocks[].fields.advertised_start,Proximanente,8
blocks[].fields.advertised_start,11-01-2016,2
blocks[].fields.num_inputs,9,258
blocks[].fields.num_inputs,20,219
blocks[].fields.num_inputs,15,137
blocks[].fields.show_reset_button,False,6226
blocks[].fields.show_reset_button,True,5234
blocks[].fields.hide_launch,False,431
blocks[].fields.hide_launch,True,198
blocks[].fields.button_text,,288
blocks[].fields.button_text,enlazar,137
blocks[].fields.button_text,hola,1
blocks[].fields.disable_progress_graph,False,2264
blocks[].fields.disable_progress_graph,True,645
blocks[].fields.cert_html_view_overrides.default.platform_name,OpenCampus,210
blocks[].fields.cert_html_view_overrides.default.platform_name,YourPlatformName,12
blocks[].fields.cert_html_view_overrides.default.logo_url,opencampus.utpl.edu.ec,210
blocks[].fields.cert_html_view_overrides.default.logo_url,www.YourOrganization.com,12
blocks[].fields.cert_html_view_overrides.default.company_verified_certificate_url,www.utpl.edu.ec,210
blocks[].fields.cert_html_view_overrides.default.company_verified_certificate_url,http://www.YourOrganization.com/about_verified_certificates,12
blocks[].fields.cert_html_view_overrides.default.company_privacy_url,opencampus.utpl.edu.ec,210
blocks[].fields.cert_html_view_overrides.default.company_privacy_url,http://www.YourOrganization.com/our-privacy-policy,12
blocks[].fields.cert_html_view_overrides.default.accomplishment_class_append,accomplishment-certificate,222
blocks[].fields.cert_html_view_overrides.default.logo_src,/static/certificates/images/utpl_logo.jpg,208
blocks[].fields.cert_html_view_overrides.default.logo_src,/static/certificates/images/our_logo.svg,12
blocks[].fields.cert_html_view_overrides.default.logo_src,/static/certificates/images/openCampus_logo.png,2
blocks[].fields.cert_html_view_overrides.default.company_tos_url,http://opencampus.utpl.edu.ec/tos,210
blocks[].fields.cert_html_view_overrides.default.company_tos_url,http://www.YourOrganization.com/our-terms-service,12
blocks[].fields.cert_html_view_overrides.default.company_about_url,opencampus.utpl.edu.ec,210
blocks[].fields.cert_html_view_overrides.default.company_about_url,http://www.YourOrganization.com/about-us,12
blocks[].fields.cert_html_view_overrides.base.certificate_type,base,222
blocks[].fields.cert_html_view_overrides.base.certificate_title,Certificado de Aprobación,210
blocks[].fields.cert_html_view_overrides.base.certificate_title,Certificate of Achievement,12
blocks[].fields.cert_html_view_overrides.base.document_body_class_append,is-base,222
blocks[].fields.cert_html_view_overrides.verified.certificate_type,verified,222
blocks[].fields.cert_html_view_overrides.verified.certificate_title,Certificado de Verificación,210
blocks[].fields.cert_html_view_overrides.verified.certificate_title,Verified Certificate,12
blocks[].fields.cert_html_view_overrides.verified.document_body_class_append,is-idverified,222
blocks[].fields.cert_html_view_overrides.honor.certificate_type,honor,222
blocks[].fields.cert_html_view_overrides.honor.certificate_title,Certificado de Honor,210
blocks[].fields.cert_html_view_overrides.honor.certificate_title,Honor Certificate,12
blocks[].fields.cert_html_view_overrides.honor.document_body_class_append,is-honorcode,222
blocks[].fields.cert_html_view_overrides.distinguished.certificate_type,distinguished,222
blocks[].fields.cert_html_view_overrides.distinguished.certificate_title,Distinguished Certificate of Achievement,222
blocks[].fields.cert_html_view_overrides.distinguished.document_body_class_append,is-distinguished,222
blocks[].fields.certificates_display_behavior,end,1645
blocks[].fields.certificates_display_behavior,early_with_info,4
blocks[].fields.certificates.certificates[].course_title,Manejo del recurso suelo,1385
blocks[].fields.certificates.certificates[].course_title,Curso Demo,535
blocks[].fields.certificates.certificates[].course_title,Educación para una alimentación saludable,342
blocks[].fields.certificates.certificates[].course_title,Python Básico,204
blocks[].fields.certificates.certificates[].course_title,Python,22
blocks[].fields.certificates.certificates[].name,Name of the certificate,2488
blocks[].fields.certificates.certificates[].is_active,False,2437
blocks[].fields.certificates.certificates[].is_active,True,51
blocks[].fields.certificates.certificates[].signatories[].name,Leticia Jiménez ,1385
blocks[].fields.certificates.certificates[].signatories[].name,Krmita,535
blocks[].fields.certificates.certificates[].signatories[].name,Ma. del Cisne Guamán,342
blocks[].fields.certificates.certificates[].signatories[].name,René Rolando Elizalde,210
blocks[].fields.certificates.certificates[].signatories[].name,Janneth Chicaiza,14
blocks[].fields.certificates.certificates[].signatories[].name,René Rolando,2
blocks[].fields.certificates.certificates[].signatories[].title,Doctora en Ciencias Biológicas,1385
blocks[].fields.certificates.certificates[].signatories[].title,Ing,535
blocks[].fields.certificates.certificates[].signatories[].title,Mgtr.,344
blocks[].fields.certificates.certificates[].signatories[].title,Magister,204
blocks[].fields.certificates.certificates[].signatories[].title,Ph.d.,14
blocks[].fields.certificates.certificates[].signatories[].title,Magister ,6
blocks[].fields.certificates.certificates[].signatories[].organization,Universidad Técnica Particular de Loja,1947
blocks[].fields.certificates.certificates[].signatories[].organization,UTPL,535
blocks[].fields.certificates.certificates[].signatories[].organization,UTPL-TAW,6
blocks[].fields.certificates.certificates[].signatories[].signature_image_path,,2488
blocks[].fields.certificates.certificates[].signatories[].id,2061899149,1385
blocks[].fields.certificates.certificates[].signatories[].id,1301284243,535
blocks[].fields.certificates.certificates[].signatories[].id,1885021160,342
blocks[].fields.certificates.certificates[].signatories[].id,417758768,204
blocks[].fields.certificates.certificates[].signatories[].id,456864036,14
blocks[].fields.certificates.certificates[].signatories[].id,1487619474,6
blocks[].fields.certificates.certificates[].signatories[].id,396648168,2
blocks[].fields.certificates.certificates[].version,1,2488
blocks[].fields.certificates.certificates[].editing,False,2488
blocks[].fields.certificates.certificates[].id,1856061470,1385
blocks[].fields.certificates.certificates[].id,153474192,535
blocks[].fields.certificates.certificates[].id,294127369,342
blocks[].fields.certificates.certificates[].id,92282020,204
blocks[].fields.certificates.certificates[].id,1361911651,14
blocks[].fields.certificates.certificates[].id,745638909,6
blocks[].fields.certificates.certificates[].id,968426042,2
blocks[].fields.certificates.certificates[].description,Description of the certificate,2488
blocks[].fields.cert_html_view_overrides.verified.platform_name,OpenCampus,174
blocks[].fields.cert_html_view_overrides.verified.logo_url,opencampus.utpl.edu.ec,174
blocks[].fields.cert_html_view_overrides.verified.company_verified_certificate_url,www.utpl.edu.ec,174
blocks[].fields.cert_html_view_overrides.verified.company_privacy_url,opencampus.utpl.edu.ec,174
blocks[].fields.cert_html_view_overrides.verified.logo_src,/static/certificates/images/utpl_logo.jpg,174
blocks[].fields.cert_html_view_overrides.verified.accomplishment_class_append,accomplishment-certificate,174
blocks[].fields.cert_html_view_overrides.verified.company_tos_url,http://opencampus.utpl.edu.ec/tos,174
blocks[].fields.cert_html_view_overrides.verified.company_about_url,opencampus.utpl.edu.ec,174
blocks[].fields.display_organization,Loxa Valle de Tecnología,279
blocks[].fields.display_organization,Loja Valle de Tecnología,2
blocks[].fields.download_track,True,3778
blocks[].fields.download_track,False,2
blocks[].fields.handout,/asset-v1:UTPL+LP+2017+type@asset+block@problemasYSoluciones.pdf,1
blocks[].fields.handout,/asset-v1:UTPL+LP+2017+type@asset+block@problema.str,1
blocks[].fields.issue_badges,False,2
blocks[].fields.issue_badges,True,2
blocks[].fields.transcripts.es,creacion_evolucion.srt,921
blocks[].fields.transcripts.es,Are Humans More Valuable Than Animals_.es.srt,908
blocks[].fields.transcripts.es,[DownSub.com] Are Humans More Valuable Than Animals_.srt,2
blocks[].fields.no_grade,False,111
blocks[].fields.no_grade,True,2
blocks[].fields.only_on_web,True,1103
